client_id,nom,prenom,pays,date_eff
146311,Cyr,Édith,GQ,2026-12-02T00:00:00
436750,Daigle,Joséphine,CH,2026-12-02T00:00:00
470340,Patel,René,BD,2026-12-02T00:00:00
756378,Vachon,Marc,UZ,2026-12-02T00:00:00
542949,Hébert,Karine,KH,2026-12-02T00:00:00
462428,Potvin,Joséphine,TM,2026-12-02T00:00:00
820003,Lepage,Guy,MC,2026-12-02T00:00:00
620108,Morissette,Samuel,EC,2026-12-02T00:00:00
258470,Lacroix,Jeannine,PE,2026-12-02T00:00:00
657955,Breton,Émilie,FI,2026-12-02T00:00:00
471059,Bouchard,Marc,KE,2026-12-02T00:00:00
112301,Tanguay,Amélie,PL,2026-12-02T00:00:00
443210,Mathieu,Élise,IL,2026-12-02T00:00:00
111721,Charette,Laetitia,KH,2026-12-02T00:00:00
320144,Fortier,Julien,SK,2026-12-02T00:00:00
931732,Durand,François,NI,2026-12-02T00:00:00
243514,Tanguay,Paul,CY,2026-12-02T00:00:00
906842,Giguère,Xavier,AU,2026-12-02T00:00:00
356149,Trottier,Alexandra,TV,2026-12-02T00:00:00
154954,Lacroix,Océane,AZ,2026-12-02T00:00:00
157434,Bélisle,Isabelle,CN,2026-12-02T00:00:00
888707,Paquin,Anne,MA,2026-12-02T00:00:00
924659,Noël,Kevin,VC,2026-12-02T00:00:00
812431,Lepage,Thérèse,FR,2026-12-02T00:00:00
816672,Larouche,Caroline,SI,2026-12-02T00:00:00
675374,Côté,Colette,NG,2026-12-02T00:00:00
177411,Boucher,Maxime,CD,2026-12-02T00:00:00
843510,Soucy,Alexandra,SK,2026-12-02T00:00:00
674972,Ménard,Maude,CA,2026-12-02T00:00:00
724940,Lemieux,Monique,BB,2026-12-02T00:00:00
783979,Roy,Michèle,MU,2026-12-02T00:00:00
766509,Archambault,Mathilde,CL,2026-12-02T00:00:00
163128,Lamontagne,Bernard,DJ,2026-12-02T00:00:00
399687,Sirois,Maude,ML,2026-12-02T00:00:00
389850,Bérubé,Odette,IE,2026-12-02T00:00:00
278748,Jacques,Théodore,BZ,2026-12-02T00:00:00
145201,Chabot,Valérie,HR,2026-12-02T00:00:00
210145,Moreau,Claudine,UA,2026-12-02T00:00:00
615507,Raymond,Thérèse,HT,2026-12-02T00:00:00
738586,Pelletier,Sébastien,AL,2026-12-02T00:00:00
167083,Beauchamp,Nicolas,NA,2026-12-02T00:00:00
868419,Desrosiers,Alice,NZ,2026-12-02T00:00:00
353234,Pilon,Monique,FM,2026-12-02T00:00:00
349933,Boily,Henriette,KZ,2026-12-02T00:00:00
295428,Archambault,Caroline,SM,2026-12-02T00:00:00
673515,Trudel,Gilles,UY,2026-12-02T00:00:00
353506,Boily,Timothée,TG,2026-12-02T00:00:00
896575,Chouinard,Renée,MD,2026-12-02T00:00:00
859521,Savoie,Sébastien,SI,2026-12-02T00:00:00
631005,Brunet,Charles,PL,2026-12-02T00:00:00
366223,Roberge,Emma,LR,2026-12-02T00:00:00
740120,Rivard,Maryse,LI,2026-12-02T00:00:00
544573,Béland,Margaret,FJ,2026-12-02T00:00:00
329530,Cormier,Diane,BT,2026-12-02T00:00:00
880825,Labonté,Antoine,SG,2026-12-02T00:00:00
908686,Blanchette,Odette,BO,2026-12-02T00:00:00
792742,Chartrand,Emmanuel,CD,2026-12-02T00:00:00
483189,Paré,Charlotte,LY,2026-12-02T00:00:00
403284,Pilon,Lucas,CN,2026-12-02T00:00:00
606461,Perreault,Océane,GH,2026-12-02T00:00:00
304758,Denis,Bernard,MV,2026-12-02T00:00:00
864408,Germain,Sylvie,RO,2026-12-02T00:00:00
755209,Lemieux,Luc,YE,2026-12-02T00:00:00
345458,Émond,Joseph,BI,2026-12-02T00:00:00
479647,Savard,Élise,HR,2026-12-02T00:00:00
969057,Desbiens,Martin,IL,2026-12-02T00:00:00
738226,Vézina,Valérie,BY,2026-12-02T00:00:00
691963,Allard,Denis,CH,2026-12-02T00:00:00
487595,Deschênes,Élisabeth,CN,2026-12-02T00:00:00
428796,Provencher,Hortense,KP,2026-12-02T00:00:00
353198,Lapierre,Nicole,ZA,2026-12-02T00:00:00
408893,Sirois,Kevin,BZ,2026-12-02T00:00:00
836053,Plourde,Raphaël,NE,2026-12-02T00:00:00
683117,Girard,Kevin,KN,2026-12-02T00:00:00
888754,Lemieux,Victor,AM,2026-12-02T00:00:00
118456,Desbiens,Nathalie,FJ,2026-12-02T00:00:00
469806,Bergeron,Paulette,MX,2026-12-02T00:00:00
740742,Trottier,Vincent,QA,2026-12-02T00:00:00
539123,Drouin,Alain,MN,2026-12-02T00:00:00
113071,Fréchette,Nicole,UA,2026-12-02T00:00:00
862526,Caron,Manon,NL,2026-12-02T00:00:00
794645,Desrosiers,Xavier,GE,2026-12-02T00:00:00
457503,Bergeron,Sylvie,BW,2026-12-02T00:00:00
761840,Tardif,Élodie,RW,2026-12-02T00:00:00
697280,Gaudreault,Édouard,GB,2026-12-02T00:00:00
331744,Arsenault,Marguerite,SN,2026-12-02T00:00:00
395244,Potvin,Zoé,TJ,2026-12-02T00:00:00
813338,Drolet,Gabrielle,GA,2026-12-02T00:00:00
259193,Chouinard,Anouk,AM,2026-12-02T00:00:00
699977,Boulanger,Josette,MA,2026-12-02T00:00:00
290992,Lévesque,Geneviève,PG,2026-12-02T00:00:00
455820,Germain,Robert,ER,2026-12-02T00:00:00
496113,Parent,Mathilde,ID,2026-12-02T00:00:00
128920,Brisson,Pénélope,PH,2026-12-02T00:00:00
485090,Drouin,Marcelle,FM,2026-12-02T00:00:00
162938,Thibodeau,Audrey,ML,2026-12-02T00:00:00
598899,Gervais,Alexandra,SI,2026-12-02T00:00:00
988356,Harvey,Aurélie,MH,2026-12-02T00:00:00
203713,Noël,Jonathan,SR,2026-12-02T00:00:00
311556,Beauchamp,Catherine,MK,2026-12-02T00:00:00
111004,Demers,Alex,IL,2026-12-02T00:00:00
765653,Dumas,Stéphanie,ER,2026-12-02T00:00:00
616059,Boily,Audrey,MZ,2026-12-02T00:00:00
130874,St-Pierre,Nicolas,SN,2026-12-02T00:00:00
956203,Moreau,Lucy,GY,2026-12-02T00:00:00
329829,Poirier,Victor,PL,2026-12-02T00:00:00
298988,Lamontagne,Christelle,TT,2026-12-02T00:00:00
576187,Desrochers,Martin,EE,2026-12-02T00:00:00
197985,Duval,Grégoire,MT,2026-12-02T00:00:00
253186,Gagnon,Catherine,LV,2026-12-02T00:00:00
647549,Blanchette,Emmanuelle,GW,2026-12-02T00:00:00
427455,Bégin,Laurence,SR,2026-12-02T00:00:00
772821,Chouinard,Laetitia,LS,2026-12-02T00:00:00
632415,Richard,Laurence,TL,2026-12-02T00:00:00
923371,Bernard,Élodie,MZ,2026-12-02T00:00:00
387598,Bélisle,Gabrielle,IT,2026-12-02T00:00:00
970011,Deschênes,Philippe,IE,2026-12-02T00:00:00
770649,Gélinas,Christine,MG,2026-12-02T00:00:00
771890,Gaudreault,Françoise,FM,2026-12-02T00:00:00
582580,Fortier,Zoé,CM,2026-12-02T00:00:00
397422,Marcotte,Lucie,ME,2026-12-02T00:00:00
471801,Goulet,Danielle,ER,2026-12-02T00:00:00
262914,Blouin,Zacharie,MM,2026-12-02T00:00:00
437686,Bernard,Emmanuelle,TO,2026-12-02T00:00:00
448223,Veilleux,Chantal,SZ,2026-12-02T00:00:00
754679,Bélisle,Jeannine,NG,2026-12-02T00:00:00
868712,Houle,Maxime,AF,2026-12-02T00:00:00
603770,Potvin,Constance,MN,2026-12-02T00:00:00
523380,Lauzon,Margaret,MU,2026-12-02T00:00:00
215532,Lafontaine,Louis,SY,2026-12-02T00:00:00
825395,Benoît,Louise,AT,2026-12-02T00:00:00
299450,Auger,Timothée,MZ,2026-12-02T00:00:00
705164,Boivin,Patrick,LC,2026-12-02T00:00:00
960586,Roy,Louis,MN,2026-12-02T00:00:00
915107,Cloutier,Luc,GD,2026-12-02T00:00:00
288096,Boucher,Pierre,PT,2026-12-02T00:00:00
621760,Thériault,Lorraine,VA,2026-12-02T00:00:00
842032,Bernier,Paulette,SE,2026-12-02T00:00:00
439367,Racine,Olivia,PL,2026-12-02T00:00:00
852049,Dufour,Arthur,MC,2026-12-02T00:00:00
743229,Tanguay,Colette,MT,2026-12-02T00:00:00
494150,Dumont,Stéphane,IT,2026-12-02T00:00:00
869593,Arsenault,Julien,NA,2026-12-02T00:00:00
920919,Mercier,Daniel,LI,2026-12-02T00:00:00
515323,Lussier,Simone,AE,2026-12-02T00:00:00
282929,Mathieu,Stéphane,RW,2026-12-02T00:00:00
435848,Vaillancourt,Brigitte,RW,2026-12-02T00:00:00
183026,Lapointe,Denise,TR,2026-12-02T00:00:00
731264,Deschênes,Rémy,CD,2026-12-02T00:00:00
156206,Dupuis,Xavier,GM,2026-12-02T00:00:00
811518,Maltais,Charles,GT,2026-12-02T00:00:00
100937,Leduc,Océane,BW,2026-12-02T00:00:00
900403,Dionne,Isabelle,BT,2026-12-02T00:00:00
821775,Lavigne,Gilles,BH,2026-12-02T00:00:00
168147,Bernier,Colette,VA,2026-12-02T00:00:00
817183,Duchesne,Timothée,KZ,2026-12-02T00:00:00
194481,Lemay,Sébastien,BW,2026-12-02T00:00:00
999309,Émond,Jacques,BZ,2026-12-02T00:00:00
573147,Martin,Amélie,LU,2026-12-02T00:00:00
898709,Rousseau,Jessica,RU,2026-12-02T00:00:00
260493,Fréchette,Geneviève,SB,2026-12-02T00:00:00
916730,Houle,Raphaël,BN,2026-12-02T00:00:00
988489,Fréchette,William,SC,2026-12-02T00:00:00
621785,Thériault,Mathilde,US,2026-12-02T00:00:00
921909,Gingras,Josette,SB,2026-12-02T00:00:00
412395,Robitaille,Bernard,BE,2026-12-02T00:00:00
987617,Labelle,Emmanuelle,BG,2026-12-02T00:00:00
941164,Veilleux,Michelle,TN,2026-12-02T00:00:00
446792,Archambault,Christiane,TH,2026-12-02T00:00:00
724435,Plante,Dominique,BI,2026-12-02T00:00:00
204728,Desbiens,Julie,KI,2026-12-02T00:00:00
205745,Fontaine,Jean,RU,2026-12-02T00:00:00
570128,Dufresne,Patrick,CU,2026-12-02T00:00:00
520934,Asselin,Christelle,HR,2026-12-02T00:00:00
773763,Lafontaine,Roland,OM,2026-12-02T00:00:00
977837,Mercier,Stéphanie,SB,2026-12-02T00:00:00
786120,Drouin,Denise,PW,2026-12-02T00:00:00
289079,Chabot,Claire,IE,2026-12-02T00:00:00
789535,Lalonde,Marc,TJ,2026-12-02T00:00:00
540847,Fréchette,Frédéric,CI,2026-12-02T00:00:00
221894,Villeneuve,Mathieu,DE,2026-12-02T00:00:00
284905,St-Onge,Laurent,GR,2026-12-02T00:00:00
468015,Laroche,Laurent,CA,2026-12-02T00:00:00
820376,Bédard,Pauline,ES,2026-12-02T00:00:00
695538,Smith,Bernard,TT,2026-12-02T00:00:00
974669,Beauregard,Raymond,BN,2026-12-02T00:00:00
443954,Martel,Frédéric,KI,2026-12-02T00:00:00
226942,Rivard,Élisabeth,MK,2026-12-02T00:00:00
365733,Bégin,Manon,IN,2026-12-02T00:00:00
809417,Dupont,Vanessa,PW,2026-12-02T00:00:00
855145,Rodrigue,Élisabeth,CN,2026-12-02T00:00:00
610295,Bédard,Paulette,AT,2026-12-02T00:00:00
369743,Croteau,Christiane,TH,2026-12-02T00:00:00
287448,Rioux,Michelle,DJ,2026-12-02T00:00:00
945260,Blouin,Michèle,TJ,2026-12-02T00:00:00
718804,Fontaine,Luc,SZ,2026-12-02T00:00:00
