account_id,client_id,account_type,currency,date_eff
9851684,541790,EPARGNE,CAD,2026-10-08T00:00:00
8320593,239316,EPARGNE,USD,2026-10-08T00:00:00
1754638,470927,EPARGNE,CAD,2026-10-08T00:00:00
6126597,760914,CHEQUE,USD,2026-10-08T00:00:00
4113345,422587,EPARGNE,CAD,2026-10-08T00:00:00
3203729,941563,EPARGNE,USD,2026-10-08T00:00:00
6063749,641510,EPARGNE,USD,2026-10-08T00:00:00
6970656,791945,CHEQUE,CAD,2026-10-08T00:00:00
7373626,434321,EPARGNE,CAD,2026-10-08T00:00:00
6044900,612331,EPARGNE,USD,2026-10-08T00:00:00
8606605,534237,CHEQUE,CAD,2026-10-08T00:00:00
7255762,577791,CHEQUE,USD,2026-10-08T00:00:00
7325477,451590,CHEQUE,CAD,2026-10-08T00:00:00
3666825,378737,CHEQUE,USD,2026-10-08T00:00:00
1421258,804291,CHEQUE,USD,2026-10-08T00:00:00
4140477,536908,EPARGNE,CAD,2026-10-08T00:00:00
5452967,331547,EPARGNE,CAD,2026-10-08T00:00:00
3866355,306291,CHEQUE,USD,2026-10-08T00:00:00
2815687,832846,CHEQUE,CAD,2026-10-08T00:00:00
5644727,509991,EPARGNE,CAD,2026-10-08T00:00:00
5458125,513090,CHEQUE,USD,2026-10-08T00:00:00
1131874,124089,CHEQUE,USD,2026-10-08T00:00:00
2130630,960549,CHEQUE,CAD,2026-10-08T00:00:00
7126992,164505,EPARGNE,USD,2026-10-08T00:00:00
5315126,234398,CHEQUE,CAD,2026-10-08T00:00:00
8889225,719196,CHEQUE,USD,2026-10-08T00:00:00
7049641,451794,EPARGNE,USD,2026-10-08T00:00:00
2934640,847381,CHEQUE,CAD,2026-10-08T00:00:00
2301368,256300,EPARGNE,USD,2026-10-08T00:00:00
2186839,787298,EPARGNE,CAD,2026-10-08T00:00:00
4722721,346790,CHEQUE,USD,2026-10-08T00:00:00
4219291,829010,CHEQUE,USD,2026-10-08T00:00:00
3337849,161602,EPARGNE,CAD,2026-10-08T00:00:00
2681208,274632,EPARGNE,CAD,2026-10-08T00:00:00
3186891,154909,CHEQUE,CAD,2026-10-08T00:00:00
6933921,244274,CHEQUE,USD,2026-10-08T00:00:00
5665294,543250,CHEQUE,USD,2026-10-08T00:00:00
