account_id,client_id,account_type,currency,date_eff
1900003,643590,EPARGNE,CAD,2026-10-12T00:00:00
2828675,641484,CHEQUE,USD,2026-10-12T00:00:00
3504586,490903,EPARGNE,CAD,2026-10-12T00:00:00
2922308,183713,CHEQUE,CAD,2026-10-12T00:00:00
4941982,277272,EPARGNE,CAD,2026-10-12T00:00:00
2944495,521317,EPARGNE,USD,2026-10-12T00:00:00
5036393,367697,CHEQUE,CAD,2026-10-12T00:00:00
7803448,436045,CHEQUE,CAD,2026-10-12T00:00:00
8084954,773137,EPARGNE,USD,2026-10-12T00:00:00
4246095,681400,EPARGNE,CAD,2026-10-12T00:00:00
6595059,308868,CHEQUE,USD,2026-10-12T00:00:00
2490903,913093,CHEQUE,USD,2026-10-12T00:00:00
8505510,611224,CHEQUE,USD,2026-10-12T00:00:00
2654481,740643,CHEQUE,USD,2026-10-12T00:00:00
9949976,441701,EPARGNE,CAD,2026-10-12T00:00:00
3982633,857485,CHEQUE,USD,2026-10-12T00:00:00
4781391,818598,CHEQUE,CAD,2026-10-12T00:00:00
4036265,104753,EPARGNE,USD,2026-10-12T00:00:00
3434686,658870,CHEQUE,CAD,2026-10-12T00:00:00
5026486,437588,EPARGNE,USD,2026-10-12T00:00:00
2956791,441681,CHEQUE,CAD,2026-10-12T00:00:00
5133917,306338,EPARGNE,USD,2026-10-12T00:00:00
7964046,186057,CHEQUE,CAD,2026-10-12T00:00:00
1983405,836683,CHEQUE,CAD,2026-10-12T00:00:00
7272225,462437,EPARGNE,USD,2026-10-12T00:00:00
6682380,934477,EPARGNE,USD,2026-10-12T00:00:00
5844383,495963,EPARGNE,CAD,2026-10-12T00:00:00
2629045,756661,CHEQUE,USD,2026-10-12T00:00:00
8878159,173693,EPARGNE,CAD,2026-10-12T00:00:00
6216207,652845,EPARGNE,USD,2026-10-12T00:00:00
2039658,983996,CHEQUE,USD,2026-10-12T00:00:00
1349719,688903,CHEQUE,USD,2026-10-12T00:00:00
2662679,272957,EPARGNE,CAD,2026-10-12T00:00:00
5978222,725923,EPARGNE,CAD,2026-10-12T00:00:00
5700907,449271,CHEQUE,CAD,2026-10-12T00:00:00
1361854,962019,EPARGNE,CAD,2026-10-12T00:00:00
1703376,133499,EPARGNE,CAD,2026-10-12T00:00:00
8800176,952402,EPARGNE,CAD,2026-10-12T00:00:00
9071952,379835,CHEQUE,USD,2026-10-12T00:00:00
7195404,903296,CHEQUE,CAD,2026-10-12T00:00:00
4906395,277195,EPARGNE,USD,2026-10-12T00:00:00
5156339,987438,EPARGNE,CAD,2026-10-12T00:00:00
9886869,448607,EPARGNE,USD,2026-10-12T00:00:00
6990248,867896,EPARGNE,CAD,2026-10-12T00:00:00
5959467,484032,CHEQUE,CAD,2026-10-12T00:00:00
9301871,578739,CHEQUE,USD,2026-10-12T00:00:00
2531495,454716,CHEQUE,CAD,2026-10-12T00:00:00
3869683,689029,CHEQUE,USD,2026-10-12T00:00:00
6217972,522774,EPARGNE,CAD,2026-10-12T00:00:00
1466209,493024,CHEQUE,USD,2026-10-12T00:00:00
8819724,697870,CHEQUE,USD,2026-10-12T00:00:00
5102876,409207,EPARGNE,CAD,2026-10-12T00:00:00
9750524,880246,CHEQUE,USD,2026-10-12T00:00:00
6537855,245896,CHEQUE,USD,2026-10-12T00:00:00
2888646,718322,EPARGNE,CAD,2026-10-12T00:00:00
5754315,817522,EPARGNE,CAD,2026-10-12T00:00:00
4967365,662263,EPARGNE,CAD,2026-10-12T00:00:00
2041129,110813,CHEQUE,USD,2026-10-12T00:00:00
7628354,881050,CHEQUE,CAD,2026-10-12T00:00:00
5293705,441703,CHEQUE,USD,2026-10-12T00:00:00
5379887,828078,EPARGNE,USD,2026-10-12T00:00:00
9997761,670753,CHEQUE,USD,2026-10-12T00:00:00
7603267,251828,EPARGNE,USD,2026-10-12T00:00:00
4491895,690335,CHEQUE,USD,2026-10-12T00:00:00
6262393,889530,CHEQUE,USD,2026-10-12T00:00:00
3093465,588670,CHEQUE,USD,2026-10-12T00:00:00
9704603,603032,EPARGNE,CAD,2026-10-12T00:00:00
3222367,865286,EPARGNE,CAD,2026-10-12T00:00:00
4739712,536753,CHEQUE,CAD,2026-10-12T00:00:00
7117127,387812,EPARGNE,CAD,2026-10-12T00:00:00
4259178,791939,CHEQUE,USD,2026-10-12T00:00:00
1257477,731271,CHEQUE,USD,2026-10-12T00:00:00
4784015,893490,CHEQUE,CAD,2026-10-12T00:00:00
5770570,553834,EPARGNE,USD,2026-10-12T00:00:00
8954177,227966,CHEQUE,CAD,2026-10-12T00:00:00
4980437,400648,CHEQUE,CAD,2026-10-12T00:00:00
1962418,413157,EPARGNE,CAD,2026-10-12T00:00:00
3134280,550771,CHEQUE,CAD,2026-10-12T00:00:00
2868209,485391,CHEQUE,CAD,2026-10-12T00:00:00
2975061,115691,EPARGNE,CAD,2026-10-12T00:00:00
1642105,736042,CHEQUE,CAD,2026-10-12T00:00:00
9871030,105831,CHEQUE,CAD,2026-10-12T00:00:00
1307497,634675,CHEQUE,USD,2026-10-12T00:00:00
7550252,786937,EPARGNE,CAD,2026-10-12T00:00:00
9904440,853109,CHEQUE,CAD,2026-10-12T00:00:00
6753436,394135,EPARGNE,CAD,2026-10-12T00:00:00
7683602,588315,EPARGNE,CAD,2026-10-12T00:00:00
2535873,199097,CHEQUE,USD,2026-10-12T00:00:00
6510388,855930,EPARGNE,CAD,2026-10-12T00:00:00
3689586,986634,CHEQUE,USD,2026-10-12T00:00:00
9103114,132339,CHEQUE,USD,2026-10-12T00:00:00
2432416,848417,EPARGNE,CAD,2026-10-12T00:00:00
4616433,903893,EPARGNE,USD,2026-10-12T00:00:00
9605940,876172,EPARGNE,CAD,2026-10-12T00:00:00
1206270,344077,CHEQUE,USD,2026-10-12T00:00:00
6429300,706092,EPARGNE,CAD,2026-10-12T00:00:00
4208021,866011,CHEQUE,USD,2026-10-12T00:00:00
2505764,321984,EPARGNE,CAD,2026-10-12T00:00:00
3567061,270912,CHEQUE,CAD,2026-10-12T00:00:00
3268085,301655,EPARGNE,USD,2026-10-12T00:00:00
5211140,555552,EPARGNE,CAD,2026-10-12T00:00:00
3924699,893749,EPARGNE,CAD,2026-10-12T00:00:00
7466679,491075,EPARGNE,USD,2026-10-12T00:00:00
7348427,583782,EPARGNE,USD,2026-10-12T00:00:00
7841390,942369,CHEQUE,CAD,2026-10-12T00:00:00
6060195,281485,CHEQUE,CAD,2026-10-12T00:00:00
2385954,366127,EPARGNE,CAD,2026-10-12T00:00:00
3779291,764544,EPARGNE,CAD,2026-10-12T00:00:00
9568784,327797,EPARGNE,CAD,2026-10-12T00:00:00
4198742,120431,EPARGNE,USD,2026-10-12T00:00:00
9035129,621454,EPARGNE,USD,2026-10-12T00:00:00
5090955,708500,CHEQUE,USD,2026-10-12T00:00:00
6719027,992522,EPARGNE,CAD,2026-10-12T00:00:00
1800734,331726,EPARGNE,USD,2026-10-12T00:00:00
2916130,758203,CHEQUE,CAD,2026-10-12T00:00:00
3558558,947514,CHEQUE,USD,2026-10-12T00:00:00
2898461,240885,EPARGNE,CAD,2026-10-12T00:00:00
8423944,818844,EPARGNE,USD,2026-10-12T00:00:00
7275661,279064,CHEQUE,CAD,2026-10-12T00:00:00
3328101,764713,EPARGNE,CAD,2026-10-12T00:00:00
1889690,247561,CHEQUE,CAD,2026-10-12T00:00:00
3841665,576788,EPARGNE,CAD,2026-10-12T00:00:00
3360738,751684,CHEQUE,CAD,2026-10-12T00:00:00
6159520,219495,EPARGNE,USD,2026-10-12T00:00:00
7356568,190308,CHEQUE,USD,2026-10-12T00:00:00
4396111,559646,CHEQUE,CAD,2026-10-12T00:00:00
7649400,181312,EPARGNE,CAD,2026-10-12T00:00:00
9510671,382094,EPARGNE,CAD,2026-10-12T00:00:00
4224735,734224,EPARGNE,USD,2026-10-12T00:00:00
7357969,910368,EPARGNE,USD,2026-10-12T00:00:00
6080579,406366,CHEQUE,CAD,2026-10-12T00:00:00
2444902,934977,CHEQUE,CAD,2026-10-12T00:00:00
9763363,710043,CHEQUE,USD,2026-10-12T00:00:00
1600683,774370,EPARGNE,CAD,2026-10-12T00:00:00
6420452,293915,CHEQUE,CAD,2026-10-12T00:00:00
4645532,821435,EPARGNE,CAD,2026-10-12T00:00:00
5441890,310732,CHEQUE,CAD,2026-10-12T00:00:00
6478629,680012,CHEQUE,USD,2026-10-12T00:00:00
6350155,340725,EPARGNE,USD,2026-10-12T00:00:00
9311663,751246,EPARGNE,USD,2026-10-12T00:00:00
6014552,838626,EPARGNE,CAD,2026-10-12T00:00:00
9628165,994514,CHEQUE,USD,2026-10-12T00:00:00
9300499,987968,EPARGNE,CAD,2026-10-12T00:00:00
8389203,885876,EPARGNE,CAD,2026-10-12T00:00:00
6819256,349724,CHEQUE,CAD,2026-10-12T00:00:00
4441185,931939,CHEQUE,CAD,2026-10-12T00:00:00
1588080,848720,EPARGNE,CAD,2026-10-12T00:00:00
6487887,600992,EPARGNE,USD,2026-10-12T00:00:00
7204184,495279,CHEQUE,CAD,2026-10-12T00:00:00
1907137,142597,EPARGNE,CAD,2026-10-12T00:00:00
2964188,465665,CHEQUE,USD,2026-10-12T00:00:00
4480231,935691,CHEQUE,USD,2026-10-12T00:00:00
1041829,689103,EPARGNE,USD,2026-10-12T00:00:00
8499771,978957,CHEQUE,CAD,2026-10-12T00:00:00
6565998,355184,EPARGNE,USD,2026-10-12T00:00:00
6325714,910207,EPARGNE,USD,2026-10-12T00:00:00
7669143,809156,EPARGNE,USD,2026-10-12T00:00:00
2586022,346536,CHEQUE,CAD,2026-10-12T00:00:00
3182337,623314,EPARGNE,USD,2026-10-12T00:00:00
2118347,933634,CHEQUE,USD,2026-10-12T00:00:00
1959538,512587,EPARGNE,USD,2026-10-12T00:00:00
8568431,996005,CHEQUE,CAD,2026-10-12T00:00:00
9340843,395287,CHEQUE,CAD,2026-10-12T00:00:00
6814240,310417,CHEQUE,CAD,2026-10-12T00:00:00
3736120,251891,EPARGNE,USD,2026-10-12T00:00:00
3140519,605805,EPARGNE,USD,2026-10-12T00:00:00
1385073,853378,EPARGNE,CAD,2026-10-12T00:00:00
2469690,509789,CHEQUE,USD,2026-10-12T00:00:00
9287988,328485,CHEQUE,CAD,2026-10-12T00:00:00
6976117,622749,CHEQUE,CAD,2026-10-12T00:00:00
2122810,713190,EPARGNE,USD,2026-10-12T00:00:00
4371516,312362,CHEQUE,CAD,2026-10-12T00:00:00
9306761,298441,CHEQUE,USD,2026-10-12T00:00:00
2605522,102048,CHEQUE,USD,2026-10-12T00:00:00
6042863,207567,CHEQUE,USD,2026-10-12T00:00:00
2406062,920651,CHEQUE,CAD,2026-10-12T00:00:00
1675457,791037,CHEQUE,USD,2026-10-12T00:00:00
7884402,901966,CHEQUE,USD,2026-10-12T00:00:00
9196964,944405,CHEQUE,CAD,2026-10-12T00:00:00
6958570,120327,EPARGNE,USD,2026-10-12T00:00:00
4531240,264261,CHEQUE,CAD,2026-10-12T00:00:00
6087385,875513,EPARGNE,CAD,2026-10-12T00:00:00
1081781,998611,CHEQUE,CAD,2026-10-12T00:00:00
9491311,368207,EPARGNE,USD,2026-10-12T00:00:00
4624317,525078,CHEQUE,CAD,2026-10-12T00:00:00
1378575,810502,EPARGNE,USD,2026-10-12T00:00:00
9380378,191650,CHEQUE,USD,2026-10-12T00:00:00
7619550,989992,EPARGNE,USD,2026-10-12T00:00:00
5524140,298215,EPARGNE,CAD,2026-10-12T00:00:00
7857929,969083,EPARGNE,CAD,2026-10-12T00:00:00
5197437,949898,CHEQUE,USD,2026-10-12T00:00:00
7440952,817084,CHEQUE,CAD,2026-10-12T00:00:00
1678934,174291,EPARGNE,USD,2026-10-12T00:00:00
