client_id,nom,prenom,pays,date_eff
340093,Dumas,Patrick,AT,2026-09-27T00:00:00
793002,Provencher,Julien,YE,2026-09-27T00:00:00
530384,Beaudoin,Théodore,DO,2026-09-27T00:00:00
608687,Lalonde,Roland,IE,2026-09-27T00:00:00
719910,Rodrigue,Émile,IR,2026-09-27T00:00:00
524899,Asselin,Geneviève,CI,2026-09-27T00:00:00
458061,Pelletier,Alain,BR,2026-09-27T00:00:00
727060,Séguin,Danielle,PL,2026-09-27T00:00:00
194839,Larose,Jonathan,NG,2026-09-27T00:00:00
348992,Deschênes,Diane,IR,2026-09-27T00:00:00
456210,Vézina,Stéphanie,SB,2026-09-27T00:00:00
265278,Charbonneau,Christelle,BY,2026-09-27T00:00:00
905453,Paquin,Geneviève,DO,2026-09-27T00:00:00
485701,Raymond,Christelle,ZW,2026-09-27T00:00:00
920976,Boudreau,Roger,AO,2026-09-27T00:00:00
660045,Perreault,Jules,CL,2026-09-27T00:00:00
911419,Desrosiers,Béatrice,ES,2026-09-27T00:00:00
422692,Picard,François,JP,2026-09-27T00:00:00
731525,Bernier,Jessica,LT,2026-09-27T00:00:00
289222,Hébert,Maurice,ME,2026-09-27T00:00:00
910497,Nadeau,Susanne,UY,2026-09-27T00:00:00
977298,Legault,Alain,NZ,2026-09-27T00:00:00
428250,Paquette,Guy,BY,2026-09-27T00:00:00
482861,Mercier,Margot,GR,2026-09-27T00:00:00
486465,Fontaine,Anne,CD,2026-09-27T00:00:00
141576,Vallée,Charles,GQ,2026-09-27T00:00:00
818059,Moreau,Jules,EC,2026-09-27T00:00:00
679703,Bertrand,Étienne,ET,2026-09-27T00:00:00
395139,Landry,Henriette,SN,2026-09-27T00:00:00
478819,Gagné,Emmanuel,BW,2026-09-27T00:00:00
188448,Brassard,Émile,AF,2026-09-27T00:00:00
144734,Poirier,René,FI,2026-09-27T00:00:00
749170,Lachapelle,Jules,CI,2026-09-27T00:00:00
489113,Boudreau,Pauline,AT,2026-09-27T00:00:00
423110,Goulet,Diane,VE,2026-09-27T00:00:00
107129,Chabot,Renée,ID,2026-09-27T00:00:00
395025,Lemay,Jeanne,IQ,2026-09-27T00:00:00
637788,Gagné,Maxime,SB,2026-09-27T00:00:00
360638,Patel,Maude,GM,2026-09-27T00:00:00
825085,Lebel,Clémence,SG,2026-09-27T00:00:00
386473,Brisson,Marcel,IS,2026-09-27T00:00:00
153963,Lefebvre,Frédéric,MH,2026-09-27T00:00:00
651778,Jean,Laurie,ME,2026-09-27T00:00:00
464014,Langlois,Nicolas,CV,2026-09-27T00:00:00
981615,Larouche,Grégoire,MA,2026-09-27T00:00:00
900911,Lapierre,Claude,LT,2026-09-27T00:00:00
896035,Bernard,Yves,CZ,2026-09-27T00:00:00
224386,Auger,Alex,CZ,2026-09-27T00:00:00
597123,Thériault,Rémy,NR,2026-09-27T00:00:00
324054,Richer,Patricia,NO,2026-09-27T00:00:00
927410,Larouche,Nicole,DM,2026-09-27T00:00:00
179199,Lemieux,Henriette,MK,2026-09-27T00:00:00
412432,Vaillancourt,Théodore,PH,2026-09-27T00:00:00
308397,Cloutier,Théodore,MV,2026-09-27T00:00:00
