client_id,nom,prenom,pays,date_eff
315413,Harvey,Bernard,VE,2026-09-06T00:00:00
201163,Hamel,Aurore,GQ,2026-09-06T00:00:00
184096,Smith,Jonathan,LT,2026-09-06T00:00:00
634607,Paquin,Joséphine,IE,2026-09-06T00:00:00
941249,Lauzon,Frédérique,ZA,2026-09-06T00:00:00
879421,Boulanger,Éléonore,KM,2026-09-06T00:00:00
974059,Potvin,Laetitia,TO,2026-09-06T00:00:00
356831,Labonté,Clémence,AZ,2026-09-06T00:00:00
766285,Audet,Charles,CG,2026-09-06T00:00:00
516085,Dubois,Daniel,UG,2026-09-06T00:00:00
108559,Veilleux,Daniel,RO,2026-09-06T00:00:00
898369,Rivard,Audrey,PL,2026-09-06T00:00:00
651295,Nguyen,Laetitia,VC,2026-09-06T00:00:00
466667,Auger,Claire,KI,2026-09-06T00:00:00
111090,Boulanger,Margot,TL,2026-09-06T00:00:00
676469,Maltais,Gabrielle,BH,2026-09-06T00:00:00
257598,Girard,Élodie,BZ,2026-09-06T00:00:00
557949,Ménard,Noémie,AO,2026-09-06T00:00:00
274134,Hébert,Simone,SO,2026-09-06T00:00:00
586922,Bertrand,Jérôme,TV,2026-09-06T00:00:00
326142,Chouinard,Michelle,TR,2026-09-06T00:00:00
642518,Bernard,Alexandra,CF,2026-09-06T00:00:00
376936,Charbonneau,Joséphine,US,2026-09-06T00:00:00
888649,Robert,Claudine,PA,2026-09-06T00:00:00
287206,Rivard,Claudine,CA,2026-09-06T00:00:00
444083,Lamontagne,Hugues,MK,2026-09-06T00:00:00
509484,Gingras,Alexandre,GR,2026-09-06T00:00:00
734767,Auger,Bertrand,BH,2026-09-06T00:00:00
622301,St-Jean,Yves,HN,2026-09-06T00:00:00
649044,Godin,Marianne,MR,2026-09-06T00:00:00
376162,Plante,Gabriel,MN,2026-09-06T00:00:00
648980,Bérubé,Frédéric,CM,2026-09-06T00:00:00
282234,Bergeron,Hortense,NR,2026-09-06T00:00:00
650094,Tessier,Constance,SK,2026-09-06T00:00:00
187288,Champagne,Marie,AE,2026-09-06T00:00:00
611332,Proulx,Emma,ET,2026-09-06T00:00:00
318541,Grenier,Bernard,RO,2026-09-06T00:00:00
143145,Houde,Denis,ML,2026-09-06T00:00:00
423931,Martel,Marcelle,US,2026-09-06T00:00:00
693585,Laroche,Lucie,RW,2026-09-06T00:00:00
642519,Grenier,Maxime,BY,2026-09-06T00:00:00
244031,Savard,Raymond,SR,2026-09-06T00:00:00
963465,Lefebvre,Élodie,KZ,2026-09-06T00:00:00
131370,Simard,Béatrice,DM,2026-09-06T00:00:00
294703,Pelletier,Hélène,ER,2026-09-06T00:00:00
951494,Poulin,Denise,CN,2026-09-06T00:00:00
198597,Lapierre,Aurélie,CR,2026-09-06T00:00:00
577479,Roy,Françoise,AT,2026-09-06T00:00:00
795166,Lamontagne,Hortense,CL,2026-09-06T00:00:00
258640,Lavoie,Guy,LB,2026-09-06T00:00:00
349542,Racine,Martine,SG,2026-09-06T00:00:00
317406,Allard,Lucie,RU,2026-09-06T00:00:00
584272,Champagne,Hélène,DK,2026-09-06T00:00:00
701953,Tremblay,William,BJ,2026-09-06T00:00:00
833093,Chouinard,Étienne,SG,2026-09-06T00:00:00
379298,Dumas,Marc,LT,2026-09-06T00:00:00
569837,Larouche,Laetitia,MT,2026-09-06T00:00:00
488212,Pouliot,Patricia,PT,2026-09-06T00:00:00
768588,Trottier,Richard,ES,2026-09-06T00:00:00
708714,Bernier,Chantal,PA,2026-09-06T00:00:00
352762,Martel,Laetitia,SB,2026-09-06T00:00:00
459288,Pépin,Lucie,IR,2026-09-06T00:00:00
848851,Leduc,Louise,SY,2026-09-06T00:00:00
312253,Demers,André,CR,2026-09-06T00:00:00
170277,Perron,Julie,LB,2026-09-06T00:00:00
603816,Gravel,Nathan,LS,2026-09-06T00:00:00
957776,Guillemette,Manon,DJ,2026-09-06T00:00:00
551720,Béland,Pauline,AD,2026-09-06T00:00:00
285433,Pilon,Roland,BJ,2026-09-06T00:00:00
439011,Gauthier,Juliette,LR,2026-09-06T00:00:00
154814,Fréchette,Gilles,VE,2026-09-06T00:00:00
349828,Gendron,Daniel,BY,2026-09-06T00:00:00
424337,Desrochers,Charles,TM,2026-09-06T00:00:00
414791,Vincent,François,CV,2026-09-06T00:00:00
960511,Gosselin,Arthur,DM,2026-09-06T00:00:00
