client_id,nom,prenom,pays,date_eff
179698,Dufresne,Roger,BG,2026-10-09T00:00:00
408985,Marcoux,Bernard,NG,2026-10-09T00:00:00
753133,Bilodeau,Anouk,BO,2026-10-09T00:00:00
408230,Bouchard,David,KE,2026-10-09T00:00:00
891991,Lauzon,Claude,CG,2026-10-09T00:00:00
646885,Beauregard,Luc,ZM,2026-10-09T00:00:00
622492,Fréchette,Maude,IL,2026-10-09T00:00:00
799909,Boivin,Simone,KP,2026-10-09T00:00:00
286956,Piché,Charlotte,LV,2026-10-09T00:00:00
667746,Gagnon,Chantal,YE,2026-10-09T00:00:00
422389,Lavoie,Nathalie,IN,2026-10-09T00:00:00
324880,Létourneau,Charlotte,IR,2026-10-09T00:00:00
164118,Guillemette,Nathalie,MD,2026-10-09T00:00:00
499212,Noël,Astrid,BB,2026-10-09T00:00:00
872893,Benoît,Alain,TO,2026-10-09T00:00:00
365056,Duguay,Tristan,BD,2026-10-09T00:00:00
701569,Cormier,Valérie,PG,2026-10-09T00:00:00
647829,Demers,Olivier,DJ,2026-10-09T00:00:00
592955,Savard,Samuel,BT,2026-10-09T00:00:00
752375,Marcoux,Antoine,AE,2026-10-09T00:00:00
717319,Couture,Alice,ML,2026-10-09T00:00:00
141190,Archambault,Lucy,DM,2026-10-09T00:00:00
212283,Villeneuve,Gilles,ZM,2026-10-09T00:00:00
322690,Lavallée,Marcel,NA,2026-10-09T00:00:00
156556,Boisvert,Alexis,LK,2026-10-09T00:00:00
124264,Nguyen,Mathieu,NO,2026-10-09T00:00:00
855263,Fortier,Édith,KM,2026-10-09T00:00:00
318709,Lapierre,Tristan,SR,2026-10-09T00:00:00
286412,Gendron,Anne,GW,2026-10-09T00:00:00
740396,Lacasse,Olivia,AZ,2026-10-09T00:00:00
834736,Carrier,Timothée,LV,2026-10-09T00:00:00
211088,Martin,Brigitte,GA,2026-10-09T00:00:00
656157,Lafontaine,Nathalie,SE,2026-10-09T00:00:00
741758,Bélisle,Vincent,CH,2026-10-09T00:00:00
215786,Deschênes,Aurore,JM,2026-10-09T00:00:00
389348,Lessard,Sarah,YE,2026-10-09T00:00:00
418764,Lambert,Marc,TT,2026-10-09T00:00:00
501752,Beauregard,Kevin,DE,2026-10-09T00:00:00
430039,Moreau,Henri,KZ,2026-10-09T00:00:00
781620,Arsenault,Colette,VE,2026-10-09T00:00:00
902215,Pelletier,Jeannine,EG,2026-10-09T00:00:00
944301,Guay,Célina,ZW,2026-10-09T00:00:00
453992,Duval,Philippe,SD,2026-10-09T00:00:00
729298,Couture,François,DJ,2026-10-09T00:00:00
429660,Dufresne,Karine,UG,2026-10-09T00:00:00
625347,Beauchamp,Lucie,BH,2026-10-09T00:00:00
972148,Gravel,Jeanne,PH,2026-10-09T00:00:00
880554,Turcotte,Alex,CD,2026-10-09T00:00:00
379775,Charron,Vincent,AU,2026-10-09T00:00:00
607960,Vaillancourt,Étienne,ME,2026-10-09T00:00:00
792924,Gervais,Patricia,BN,2026-10-09T00:00:00
401621,Jacques,Odette,GN,2026-10-09T00:00:00
358966,Thibodeau,Gabrielle,BD,2026-10-09T00:00:00
405631,Gilbert,Christelle,BG,2026-10-09T00:00:00
696109,Godin,William,BZ,2026-10-09T00:00:00
824563,St-Laurent,Nicole,TD,2026-10-09T00:00:00
268621,Poirier,Xavier,GQ,2026-10-09T00:00:00
357793,Rioux,Stéphanie,CH,2026-10-09T00:00:00
439394,Charest,Marguerite,NO,2026-10-09T00:00:00
359307,Mathieu,Christiane,VA,2026-10-09T00:00:00
829498,Poulin,Aurore,TD,2026-10-09T00:00:00
182803,Maltais,Arthur,SY,2026-10-09T00:00:00
928386,Godin,Lucas,SM,2026-10-09T00:00:00
369568,Thibodeau,Éric,TJ,2026-10-09T00:00:00
228881,Dufour,Jonathan,TZ,2026-10-09T00:00:00
631369,Dumas,Élodie,HR,2026-10-09T00:00:00
857100,Roy,Édouard,GM,2026-10-09T00:00:00
247174,Morissette,Richard,PH,2026-10-09T00:00:00
527283,Tessier,Lorraine,RW,2026-10-09T00:00:00
503199,Bilodeau,Anaïs,NA,2026-10-09T00:00:00
126577,Croteau,Vincent,ET,2026-10-09T00:00:00
459461,Provost,Kevin,TO,2026-10-09T00:00:00
757106,Coulombe,Julie,JO,2026-10-09T00:00:00
664333,Émond,Richard,ER,2026-10-09T00:00:00
701960,Labrecque,Catherine,BG,2026-10-09T00:00:00
606454,Bouchard,Colette,LB,2026-10-09T00:00:00
707551,Renaud,Louis,LV,2026-10-09T00:00:00
682864,Boily,Élisabeth,MG,2026-10-09T00:00:00
608012,Arsenault,Éric,MZ,2026-10-09T00:00:00
876079,Germain,Noémie,SO,2026-10-09T00:00:00
207729,Bolduc,Marcel,SE,2026-10-09T00:00:00
127214,Houde,Pénélope,MM,2026-10-09T00:00:00
881625,Tessier,Julie,TZ,2026-10-09T00:00:00
793409,Soucy,Geneviève,LY,2026-10-09T00:00:00
697736,Roberge,Étienne,CF,2026-10-09T00:00:00
333017,Provencher,Yves,GQ,2026-10-09T00:00:00
749834,Forget,Emmanuel,LU,2026-10-09T00:00:00
617676,Sirois,Xavier,GH,2026-10-09T00:00:00
140350,Lemieux,Yves,ZM,2026-10-09T00:00:00
565403,Provost,Samuel,BH,2026-10-09T00:00:00
409707,Marchand,Benoît,IE,2026-10-09T00:00:00
761198,Massé,Marguerite,MW,2026-10-09T00:00:00
282079,Gélinas,Agnès,SB,2026-10-09T00:00:00
758500,Gagnon,Christine,IQ,2026-10-09T00:00:00
773730,Noël,Laurie,GR,2026-10-09T00:00:00
265136,Dufour,Roger,GY,2026-10-09T00:00:00
558844,Cormier,Paul,CY,2026-10-09T00:00:00
567796,Plourde,Richard,CV,2026-10-09T00:00:00
779321,Fortier,Patricia,ER,2026-10-09T00:00:00
819081,Poirier,Samuel,LU,2026-10-09T00:00:00
716501,Rousseau,Élodie,TN,2026-10-09T00:00:00
645770,Lessard,Charles,AR,2026-10-09T00:00:00
889992,Vachon,Marguerite,SR,2026-10-09T00:00:00
658896,Lebel,Élodie,KN,2026-10-09T00:00:00
410134,Leduc,René,CD,2026-10-09T00:00:00
764075,Ferland,Susanne,BD,2026-10-09T00:00:00
952577,Breton,Éléonore,TO,2026-10-09T00:00:00
737909,St-Jean,Virginie,CH,2026-10-09T00:00:00
414577,Guay,Gérard,VN,2026-10-09T00:00:00
565649,Benoît,Lucie,CM,2026-10-09T00:00:00
548694,Lacroix,Paulette,CF,2026-10-09T00:00:00
