account_id,client_id,account_type,currency,date_eff
7885739,801993,EPARGNE,USD,2026-10-10T00:00:00
1165092,217710,CHEQUE,CAD,2026-10-10T00:00:00
9529080,355290,EPARGNE,USD,2026-10-10T00:00:00
6662035,600923,CHEQUE,CAD,2026-10-10T00:00:00
1082560,508575,CHEQUE,CAD,2026-10-10T00:00:00
5267197,607472,EPARGNE,CAD,2026-10-10T00:00:00
3523313,293617,CHEQUE,CAD,2026-10-10T00:00:00
6365912,156758,CHEQUE,CAD,2026-10-10T00:00:00
9462570,871704,CHEQUE,CAD,2026-10-10T00:00:00
3128703,125964,EPARGNE,CAD,2026-10-10T00:00:00
8581609,343033,EPARGNE,CAD,2026-10-10T00:00:00
9691750,224615,EPARGNE,USD,2026-10-10T00:00:00
5792504,328667,CHEQUE,CAD,2026-10-10T00:00:00
5295770,962000,EPARGNE,USD,2026-10-10T00:00:00
7717045,102836,CHEQUE,CAD,2026-10-10T00:00:00
5280035,612839,CHEQUE,USD,2026-10-10T00:00:00
5218880,439877,CHEQUE,CAD,2026-10-10T00:00:00
3553767,352049,CHEQUE,CAD,2026-10-10T00:00:00
3791212,786073,CHEQUE,USD,2026-10-10T00:00:00
9817375,480150,EPARGNE,USD,2026-10-10T00:00:00
4565418,118829,CHEQUE,USD,2026-10-10T00:00:00
3436059,911743,EPARGNE,CAD,2026-10-10T00:00:00
6091213,509334,EPARGNE,USD,2026-10-10T00:00:00
2603826,105028,CHEQUE,CAD,2026-10-10T00:00:00
7132873,794010,EPARGNE,CAD,2026-10-10T00:00:00
3701662,126397,EPARGNE,CAD,2026-10-10T00:00:00
6373792,341417,EPARGNE,CAD,2026-10-10T00:00:00
1902870,435115,CHEQUE,USD,2026-10-10T00:00:00
3006119,312597,EPARGNE,CAD,2026-10-10T00:00:00
5068875,762704,EPARGNE,USD,2026-10-10T00:00:00
4831841,238784,CHEQUE,CAD,2026-10-10T00:00:00
6959035,294387,EPARGNE,CAD,2026-10-10T00:00:00
8572975,248091,CHEQUE,USD,2026-10-10T00:00:00
2588437,148156,CHEQUE,CAD,2026-10-10T00:00:00
3576296,911342,CHEQUE,CAD,2026-10-10T00:00:00
6902223,460612,EPARGNE,USD,2026-10-10T00:00:00
4014996,209601,EPARGNE,USD,2026-10-10T00:00:00
