client_id,nom,prenom,pays,date_eff
743453,Tessier,Céline,TN,2026-12-05T00:00:00
418164,Brunet,Xavier,BB,2026-12-05T00:00:00
446182,Savard,Marie,SR,2026-12-05T00:00:00
658497,Delisle,Margot,TM,2026-12-05T00:00:00
978196,Trottier,Xavier,EG,2026-12-05T00:00:00
999024,Larose,Louis,BH,2026-12-05T00:00:00
348349,Chartrand,Noémie,CF,2026-12-05T00:00:00
476849,Robitaille,Stéphane,SG,2026-12-05T00:00:00
145290,Patel,Michèle,UA,2026-12-05T00:00:00
348499,Tremblay,Roger,GM,2026-12-05T00:00:00
631354,Fontaine,Océane,PW,2026-12-05T00:00:00
987676,Lévesque,Yves,LA,2026-12-05T00:00:00
228514,Morin,Marc,EG,2026-12-05T00:00:00
197387,Jacques,Kevin,IE,2026-12-05T00:00:00
719588,Labonté,Claudine,SN,2026-12-05T00:00:00
993455,Charbonneau,Renée,SB,2026-12-05T00:00:00
481939,Soucy,Hélène,TG,2026-12-05T00:00:00
385118,Langlois,Célina,RO,2026-12-05T00:00:00
411253,Lafontaine,André,KI,2026-12-05T00:00:00
749593,St-Pierre,Agnès,KW,2026-12-05T00:00:00
605649,Fortin,Sylvie,MR,2026-12-05T00:00:00
546586,Plante,Anne,TL,2026-12-05T00:00:00
997422,Martineau,Alex,RO,2026-12-05T00:00:00
789682,Proulx,Lucie,NO,2026-12-05T00:00:00
170329,Pilon,Lorraine,EE,2026-12-05T00:00:00
158229,Morissette,Sylvie,BY,2026-12-05T00:00:00
411536,Pépin,Isabelle,SI,2026-12-05T00:00:00
145475,Bégin,Brigitte,NG,2026-12-05T00:00:00
388259,Landry,Lucas,SR,2026-12-05T00:00:00
940487,Blais,Lucy,GE,2026-12-05T00:00:00
454345,Gauthier,Benjamin,SC,2026-12-05T00:00:00
378475,Soucy,Édouard,ID,2026-12-05T00:00:00
951060,St-Pierre,Astrid,ID,2026-12-05T00:00:00
770519,Denis,Antoine,DK,2026-12-05T00:00:00
444941,Ménard,Cécile,TL,2026-12-05T00:00:00
684689,Dufour,Thérèse,TJ,2026-12-05T00:00:00
566077,Blais,Dorothée,AD,2026-12-05T00:00:00
366379,Moreau,Maurice,NR,2026-12-05T00:00:00
700186,Boulanger,Emmanuelle,FI,2026-12-05T00:00:00
782123,Richer,Laurie,GQ,2026-12-05T00:00:00
357177,Tremblay,Anne,NR,2026-12-05T00:00:00
